Rhf (mm),Lm (mm),Lpc (mm),H (mm),K,Uave_dia (mm/s),Uave_per (mm/s),c0_dia (mol/m^3),c0_mem (mol/m3),Concentration (mol/m^3),(c0_dia - c)/c0_dia * 100 (1)
Only Rhf varried,,,,,,,,,,
0.4,0.125,0.2,21,0.7,0.5,0.8,1000,0,601.68,39.832
0.4,0.125,0.3,21,0.7,0.5,0.8,1000,0,598.79,40.121
0.4,0.125,0.4,21,0.7,0.5,0.8,1000,0,601.62,39.838
0.4,0.125,0.5,21,0.7,0.5,0.8,1000,0,604.85,39.515
0.4,0.125,0.6,21,0.7,0.5,0.8,1000,0,607.73,39.227
0.4,0.1625,0.2,21,0.7,0.5,0.8,1000,0,620.56,37.944
0.4,0.1625,0.3,21,0.7,0.5,0.8,1000,0,618.56,38.144
0.4,0.1625,0.4,21,0.7,0.5,0.8,1000,0,621.12,37.888
0.4,0.1625,0.5,21,0.7,0.5,0.8,1000,0,623.95,37.605
0.4,0.1625,0.6,21,0.7,0.5,0.8,1000,0,626.48,37.352
0.4,0.2,0.2,21,0.7,0.5,0.8,1000,0,637.26,36.274
0.4,0.2,0.3,21,0.7,0.5,0.8,1000,0,635.86,36.414
0.4,0.2,0.4,21,0.7,0.5,0.8,1000,0,638.16,36.184
0.4,0.2,0.5,21,0.7,0.5,0.8,1000,0,640.65,35.935
0.4,0.2,0.6,21,0.7,0.5,0.8,1000,0,642.88,35.712
"Uave_per, c)-dia, Uave_dia varried",,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.3,0.5,500,0,66.577,86.685
0.1,0.05,0.2,21,0.5,0.3,0.5,875,0,116.51,86.685
0.1,0.05,0.2,21,0.5,0.3,0.5,1250,0,166.44,86.685
0.1,0.05,0.2,21,0.5,0.3,0.5,1625,0,216.37,86.685
0.1,0.05,0.2,21,0.5,0.3,0.5,2000,0,266.31,86.685
0.1,0.05,0.2,21,0.5,0.3,0.75,500,0,66.577,86.685
0.1,0.05,0.2,21,0.5,0.3,0.75,875,0,116.51,86.685
0.1,0.05,0.2,21,0.5,0.3,0.75,1250,0,166.43,86.686
0.1,0.05,0.2,21,0.5,0.3,0.75,1625,0,216.37,86.685
0.1,0.05,0.2,21,0.5,0.3,0.75,2000,0,266.31,86.685
0.1,0.05,0.2,21,0.5,0.3,1,500,0,66.577,86.685
0.1,0.05,0.2,21,0.5,0.3,1,875,0,116.51,86.685
0.1,0.05,0.2,21,0.5,0.3,1,1250,0,166.44,86.685
0.1,0.05,0.2,21,0.5,0.3,1,1625,0,216.37,86.685
0.1,0.05,0.2,21,0.5,0.3,1,2000,0,266.31,86.685
0.1,0.05,0.2,21,0.5,0.3,1.25,500,0,66.577,86.685
0.1,0.05,0.2,21,0.5,0.3,1.25,875,0,116.51,86.685
0.1,0.05,0.2,21,0.5,0.3,1.25,1250,0,166.44,86.685
0.1,0.05,0.2,21,0.5,0.3,1.25,1625,0,216.37,86.685
0.1,0.05,0.2,21,0.5,0.3,1.25,2000,0,266.31,86.685
0.1,0.05,0.2,21,0.5,0.3,1.5,500,0,66.577,86.685
0.1,0.05,0.2,21,0.5,0.3,1.5,875,0,116.51,86.685
0.1,0.05,0.2,21,0.5,0.3,1.5,1250,0,166.43,86.685
0.1,0.05,0.2,21,0.5,0.3,1.5,1625,0,216.37,86.685
0.1,0.05,0.2,21,0.5,0.3,1.5,2000,0,266.31,86.685
0.1,0.05,0.2,21,0.5,0.475,0.5,500,0,77.656,84.469
0.1,0.05,0.2,21,0.5,0.475,0.5,875,0,135.9,84.469
0.1,0.05,0.2,21,0.5,0.475,0.5,1250,0,194.13,84.469
0.1,0.05,0.2,21,0.5,0.475,0.5,1625,0,252.36,84.47
0.1,0.05,0.2,21,0.5,0.475,0.5,2000,0,310.62,84.469
0.1,0.05,0.2,21,0.5,0.475,0.75,500,0,77.656,84.469
0.1,0.05,0.2,21,0.5,0.475,0.75,875,0,135.9,84.469
0.1,0.05,0.2,21,0.5,0.475,0.75,1250,0,194.14,84.469
0.1,0.05,0.2,21,0.5,0.475,0.75,1625,0,252.38,84.469
0.1,0.05,0.2,21,0.5,0.475,0.75,2000,0,310.63,84.469
0.1,0.05,0.2,21,0.5,0.475,1,500,0,77.656,84.469
0.1,0.05,0.2,21,0.5,0.475,1,875,0,135.9,84.469
0.1,0.05,0.2,21,0.5,0.475,1,1250,0,194.14,84.469
0.1,0.05,0.2,21,0.5,0.475,1,1625,0,252.38,84.469
0.1,0.05,0.2,21,0.5,0.475,1,2000,0,310.62,84.469
0.1,0.05,0.2,21,0.5,0.475,1.25,500,0,77.657,84.469
0.1,0.05,0.2,21,0.5,0.475,1.25,875,0,135.9,84.469
0.1,0.05,0.2,21,0.5,0.475,1.25,1250,0,194.14,84.469
0.1,0.05,0.2,21,0.5,0.475,1.25,1625,0,252.38,84.469
0.1,0.05,0.2,21,0.5,0.475,1.25,2000,0,310.62,84.469
0.1,0.05,0.2,21,0.5,0.475,1.5,500,0,77.656,84.469
0.1,0.05,0.2,21,0.5,0.475,1.5,875,0,135.9,84.469
0.1,0.05,0.2,21,0.5,0.475,1.5,1250,0,194.13,84.47
0.1,0.05,0.2,21,0.5,0.475,1.5,1625,0,252.37,84.47
0.1,0.05,0.2,21,0.5,0.475,1.5,2000,0,310.63,84.469
0.1,0.05,0.2,21,0.5,0.65,0.5,500,0,91.464,81.707
0.1,0.05,0.2,21,0.5,0.65,0.5,875,0,160.06,81.707
0.1,0.05,0.2,21,0.5,0.65,0.5,1250,0,228.66,81.707
0.1,0.05,0.2,21,0.5,0.65,0.5,1625,0,297.26,81.707
0.1,0.05,0.2,21,0.5,0.65,0.5,2000,0,365.85,81.707
0.1,0.05,0.2,21,0.5,0.65,0.75,500,0,91.464,81.707
0.1,0.05,0.2,21,0.5,0.65,0.75,875,0,160.06,81.707
0.1,0.05,0.2,21,0.5,0.65,0.75,1250,0,228.66,81.707
0.1,0.05,0.2,21,0.5,0.65,0.75,1625,0,297.25,81.707
0.1,0.05,0.2,21,0.5,0.65,0.75,2000,0,365.85,81.707
0.1,0.05,0.2,21,0.5,0.65,1,500,0,91.464,81.707
0.1,0.05,0.2,21,0.5,0.65,1,875,0,160.06,81.707
0.1,0.05,0.2,21,0.5,0.65,1,1250,0,228.66,81.707
0.1,0.05,0.2,21,0.5,0.65,1,1625,0,297.26,81.707
0.1,0.05,0.2,21,0.5,0.65,1,2000,0,365.85,81.707
0.1,0.05,0.2,21,0.5,0.65,1.25,500,0,91.464,81.707
0.1,0.05,0.2,21,0.5,0.65,1.25,875,0,160.06,81.707
0.1,0.05,0.2,21,0.5,0.65,1.25,1250,0,228.66,81.707
0.1,0.05,0.2,21,0.5,0.65,1.25,1625,0,297.26,81.707
0.1,0.05,0.2,21,0.5,0.65,1.25,2000,0,365.85,81.707
0.1,0.05,0.2,21,0.5,0.65,1.5,500,0,91.464,81.707
0.1,0.05,0.2,21,0.5,0.65,1.5,875,0,160.06,81.707
0.1,0.05,0.2,21,0.5,0.65,1.5,1250,0,228.66,81.707
0.1,0.05,0.2,21,0.5,0.65,1.5,1625,0,297.26,81.707
0.1,0.05,0.2,21,0.5,0.65,1.5,2000,0,365.85,81.708
0.1,0.05,0.2,21,0.5,0.825,0.5,500,0,107.4,78.52
0.1,0.05,0.2,21,0.5,0.825,0.5,875,0,187.95,78.52
0.1,0.05,0.2,21,0.5,0.825,0.5,1250,0,268.5,78.52
0.1,0.05,0.2,21,0.5,0.825,0.5,1625,0,349.04,78.52
0.1,0.05,0.2,21,0.5,0.825,0.5,2000,0,429.59,78.52
0.1,0.05,0.2,21,0.5,0.825,0.75,500,0,107.4,78.52
0.1,0.05,0.2,21,0.5,0.825,0.75,875,0,187.95,78.52
0.1,0.05,0.2,21,0.5,0.825,0.75,1250,0,268.5,78.52
0.1,0.05,0.2,21,0.5,0.825,0.75,1625,0,349.04,78.52
0.1,0.05,0.2,21,0.5,0.825,0.75,2000,0,429.59,78.52
0.1,0.05,0.2,21,0.5,0.825,1,500,0,107.4,78.52
0.1,0.05,0.2,21,0.5,0.825,1,875,0,187.95,78.52
0.1,0.05,0.2,21,0.5,0.825,1,1250,0,268.5,78.52
0.1,0.05,0.2,21,0.5,0.825,1,1625,0,349.04,78.52
0.1,0.05,0.2,21,0.5,0.825,1,2000,0,429.6,78.52
0.1,0.05,0.2,21,0.5,0.825,1.25,500,0,107.4,78.52
0.1,0.05,0.2,21,0.5,0.825,1.25,875,0,187.95,78.52
0.1,0.05,0.2,21,0.5,0.825,1.25,1250,0,268.5,78.52
0.1,0.05,0.2,21,0.5,0.825,1.25,1625,0,349.06,78.519
0.1,0.05,0.2,21,0.5,0.825,1.25,2000,0,429.59,78.52
0.1,0.05,0.2,21,0.5,0.825,1.5,500,0,107.4,78.52
0.1,0.05,0.2,21,0.5,0.825,1.5,875,0,187.95,78.52
0.1,0.05,0.2,21,0.5,0.825,1.5,1250,0,268.5,78.52
0.1,0.05,0.2,21,0.5,0.825,1.5,1625,0,349.08,78.518
0.1,0.05,0.2,21,0.5,0.825,1.5,2000,0,429.59,78.52
0.1,0.05,0.2,21,0.5,1,0.5,500,0,124.27,75.146
0.1,0.05,0.2,21,0.5,1,0.5,875,0,217.47,75.146
0.1,0.05,0.2,21,0.5,1,0.5,1250,0,310.68,75.146
0.1,0.05,0.2,21,0.5,1,0.5,1625,0,403.92,75.143
0.1,0.05,0.2,21,0.5,1,0.5,2000,0,497.09,75.146
0.1,0.05,0.2,21,0.5,1,0.75,500,0,124.27,75.146
0.1,0.05,0.2,21,0.5,1,0.75,875,0,217.48,75.146
0.1,0.05,0.2,21,0.5,1,0.75,1250,0,310.68,75.146
0.1,0.05,0.2,21,0.5,1,0.75,1625,0,403.91,75.144
0.1,0.05,0.2,21,0.5,1,0.75,2000,0,497.09,75.145
0.1,0.05,0.2,21,0.5,1,1,500,0,124.27,75.146
0.1,0.05,0.2,21,0.5,1,1,875,0,217.47,75.146
0.1,0.05,0.2,21,0.5,1,1,1250,0,310.68,75.146
0.1,0.05,0.2,21,0.5,1,1,1625,0,403.88,75.146
0.1,0.05,0.2,21,0.5,1,1,2000,0,497.19,75.141
0.1,0.05,0.2,21,0.5,1,1.25,500,0,124.27,75.146
0.1,0.05,0.2,21,0.5,1,1.25,875,0,217.47,75.146
0.1,0.05,0.2,21,0.5,1,1.25,1250,0,310.69,75.145
0.1,0.05,0.2,21,0.5,1,1.25,1625,0,403.93,75.143
0.1,0.05,0.2,21,0.5,1,1.25,2000,0,497.09,75.146
0.1,0.05,0.2,21,0.5,1,1.5,500,0,124.27,75.146
0.1,0.05,0.2,21,0.5,1,1.5,875,0,217.47,75.146
0.1,0.05,0.2,21,0.5,1,1.5,1250,0,310.68,75.146
0.1,0.05,0.2,21,0.5,1,1.5,1625,0,403.88,75.146
0.1,0.05,0.2,21,0.5,1,1.5,2000,0,497.09,75.146
0.1,0.05,0.2,21,0.75,0.3,0.5,500,0,66.427,86.715
0.1,0.05,0.2,21,0.75,0.3,0.5,875,0,116.25,86.715
0.1,0.05,0.2,21,0.75,0.3,0.5,1250,0,166.07,86.715
0.1,0.05,0.2,21,0.75,0.3,0.5,1625,0,215.88,86.715
0.1,0.05,0.2,21,0.75,0.3,0.5,2000,0,265.71,86.715
0.1,0.05,0.2,21,0.75,0.3,0.75,500,0,66.427,86.715
0.1,0.05,0.2,21,0.75,0.3,0.75,875,0,116.25,86.715
0.1,0.05,0.2,21,0.75,0.3,0.75,1250,0,166.07,86.715
0.1,0.05,0.2,21,0.75,0.3,0.75,1625,0,215.89,86.715
0.1,0.05,0.2,21,0.75,0.3,0.75,2000,0,265.71,86.715
0.1,0.05,0.2,21,0.75,0.3,1,500,0,66.427,86.715
0.1,0.05,0.2,21,0.75,0.3,1,875,0,116.25,86.715
0.1,0.05,0.2,21,0.75,0.3,1,1250,0,166.07,86.715
0.1,0.05,0.2,21,0.75,0.3,1,1625,0,215.89,86.715
0.1,0.05,0.2,21,0.75,0.3,1,2000,0,265.71,86.715
0.1,0.05,0.2,21,0.75,0.3,1.25,500,0,66.427,86.715
0.1,0.05,0.2,21,0.75,0.3,1.25,875,0,116.25,86.715
0.1,0.05,0.2,21,0.75,0.3,1.25,1250,0,166.06,86.715
"when rhf,K,Uave_dia,c0_dia are varied",,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.3,0.8,500,0,59.838,88.032
0.1,0.05,0.2,21,0.5,0.3,0.8,875,0,104.72,88.032
0.1,0.05,0.2,21,0.5,0.3,0.8,1250,0,149.59,88.032
0.1,0.05,0.2,21,0.5,0.3,0.8,1625,0,194.47,88.032
0.1,0.05,0.2,21,0.5,0.3,0.8,2000,0,239.35,88.032
0.1,0.05,0.2,21,0.5,0.475,0.8,500,0,71.462,85.708
0.1,0.05,0.2,21,0.5,0.475,0.8,875,0,125.06,85.708
0.1,0.05,0.2,21,0.5,0.475,0.8,1250,0,178.65,85.708
0.1,0.05,0.2,21,0.5,0.475,0.8,1625,0,232.25,85.708
0.1,0.05,0.2,21,0.5,0.475,0.8,2000,0,285.85,85.708
0.1,0.05,0.2,21,0.5,0.65,0.8,500,0,88.462,82.308
0.1,0.05,0.2,21,0.5,0.65,0.8,875,0,154.81,82.308
0.1,0.05,0.2,21,0.5,0.65,0.8,1250,0,221.15,82.308
0.1,0.05,0.2,21,0.5,0.65,0.8,1625,0,287.5,82.308
0.1,0.05,0.2,21,0.5,0.65,0.8,2000,0,353.85,82.308
0.1,0.05,0.2,21,0.5,0.825,0.8,500,0,108.3,78.34
0.1,0.05,0.2,21,0.5,0.825,0.8,875,0,189.52,78.34
0.1,0.05,0.2,21,0.5,0.825,0.8,1250,0,270.75,78.34
0.1,0.05,0.2,21,0.5,0.825,0.8,1625,0,351.97,78.34
0.1,0.05,0.2,21,0.5,0.825,0.8,2000,0,433.2,78.34
0.1,0.05,0.2,21,0.5,1,0.8,500,0,128.77,74.245
0.1,0.05,0.2,21,0.5,1,0.8,875,0,225.36,74.245
0.1,0.05,0.2,21,0.5,1,0.8,1250,0,321.94,74.245
0.1,0.05,0.2,21,0.5,1,0.8,1625,0,418.52,74.245
0.1,0.05,0.2,21,0.5,1,0.8,2000,0,515.1,74.245
0.1,0.05,0.2,21,0.75,0.3,0.8,500,0,58.958,88.208
0.1,0.05,0.2,21,0.75,0.3,0.8,875,0,103.18,88.208
0.1,0.05,0.2,21,0.75,0.3,0.8,1250,0,147.39,88.208
0.1,0.05,0.2,21,0.75,0.3,0.8,1625,0,191.61,88.208
0.1,0.05,0.2,21,0.75,0.3,0.8,2000,0,235.83,88.208
0.1,0.05,0.2,21,0.75,0.475,0.8,500,0,67.455,86.509
0.1,0.05,0.2,21,0.75,0.475,0.8,875,0,118.05,86.509
0.1,0.05,0.2,21,0.75,0.475,0.8,1250,0,168.64,86.509
0.1,0.05,0.2,21,0.75,0.475,0.8,1625,0,219.23,86.509
0.1,0.05,0.2,21,0.75,0.475,0.8,2000,0,269.82,86.509
0.1,0.05,0.2,21,0.75,0.65,0.8,500,0,79.658,84.068
0.1,0.05,0.2,21,0.75,0.65,0.8,875,0,139.4,84.068
0.1,0.05,0.2,21,0.75,0.65,0.8,1250,0,199.14,84.068
0.1,0.05,0.2,21,0.75,0.65,0.8,1625,0,258.89,84.068
0.1,0.05,0.2,21,0.75,0.65,0.8,2000,0,318.63,84.068
0.1,0.05,0.2,21,0.75,0.825,0.8,500,0,94.644,81.071
0.1,0.05,0.2,21,0.75,0.825,0.8,875,0,165.63,81.071
0.1,0.05,0.2,21,0.75,0.825,0.8,1250,0,236.61,81.071
0.1,0.05,0.2,21,0.75,0.825,0.8,1625,0,307.59,81.071
0.1,0.05,0.2,21,0.75,0.825,0.8,2000,0,378.58,81.071
0.1,0.05,0.2,21,0.75,1,0.8,500,0,111,77.799
0.1,0.05,0.2,21,0.75,1,0.8,875,0,194.26,77.799
0.1,0.05,0.2,21,0.75,1,0.8,1250,0,277.51,77.799
0.1,0.05,0.2,21,0.75,1,0.8,1625,0,360.76,77.799
0.1,0.05,0.2,21,0.75,1,0.8,2000,0,444.02,77.799
0.1,0.05,0.2,21,1,0.3,0.8,500,0,58.637,88.273
0.1,0.05,0.2,21,1,0.3,0.8,875,0,102.62,88.273
0.1,0.05,0.2,21,1,0.3,0.8,1250,0,146.59,88.273
0.1,0.05,0.2,21,1,0.3,0.8,1625,0,190.57,88.273
0.1,0.05,0.2,21,1,0.3,0.8,2000,0,234.55,88.273
0.1,0.05,0.2,21,1,0.475,0.8,500,0,66.015,86.797
0.1,0.05,0.2,21,1,0.475,0.8,875,0,115.53,86.797
0.1,0.05,0.2,21,1,0.475,0.8,1250,0,165.04,86.797
0.1,0.05,0.2,21,1,0.475,0.8,1625,0,214.55,86.797
0.1,0.05,0.2,21,1,0.475,0.8,2000,0,264.06,86.797
0.1,0.05,0.2,21,1,0.65,0.8,500,0,76.186,84.763
0.1,0.05,0.2,21,1,0.65,0.8,875,0,133.33,84.763
0.1,0.05,0.2,21,1,0.65,0.8,1250,0,190.47,84.763
0.1,0.05,0.2,21,1,0.65,0.8,1625,0,247.6,84.763
0.1,0.05,0.2,21,1,0.65,0.8,2000,0,304.74,84.763
0.1,0.05,0.2,21,1,0.825,0.8,500,0,88.798,82.24
0.1,0.05,0.2,21,1,0.825,0.8,875,0,155.4,82.24
0.1,0.05,0.2,21,1,0.825,0.8,1250,0,221.99,82.24
0.1,0.05,0.2,21,1,0.825,0.8,1625,0,288.59,82.24
0.1,0.05,0.2,21,1,0.825,0.8,2000,0,355.19,82.24
0.1,0.05,0.2,21,1,1,0.8,500,0,102.9,79.42
0.1,0.05,0.2,21,1,1,0.8,875,0,180.08,79.42
0.1,0.05,0.2,21,1,1,0.8,1250,0,257.25,79.42
0.1,0.05,0.2,21,1,1,0.8,1625,0,334.43,79.42
0.1,0.05,0.2,21,1,1,0.8,2000,0,411.61,79.42
0.1,0.05,0.2,21,1.25,0.3,0.8,500,0,58.471,88.306
0.1,0.05,0.2,21,1.25,0.3,0.8,875,0,102.33,88.306
0.1,0.05,0.2,21,1.25,0.3,0.8,1250,0,146.18,88.306
0.1,0.05,0.2,21,1.25,0.3,0.8,1625,0,190.03,88.306
0.1,0.05,0.2,21,1.25,0.3,0.8,2000,0,233.89,88.306
0.1,0.05,0.2,21,1.25,0.475,0.8,500,0,65.307,86.939
0.1,0.05,0.2,21,1.25,0.475,0.8,875,0,114.29,86.939
0.1,0.05,0.2,21,1.25,0.475,0.8,1250,0,163.27,86.939
0.1,0.05,0.2,21,1.25,0.475,0.8,1625,0,212.25,86.939
0.1,0.05,0.2,21,1.25,0.475,0.8,2000,0,261.23,86.939
0.1,0.05,0.2,21,1.25,0.65,0.8,500,0,74.421,85.116
0.1,0.05,0.2,21,1.25,0.65,0.8,875,0,130.24,85.116
0.1,0.05,0.2,21,1.25,0.65,0.8,1250,0,186.04,85.117
0.1,0.05,0.2,21,1.25,0.65,0.8,1625,0,241.87,85.116
0.1,0.05,0.2,21,1.25,0.65,0.8,2000,0,297.68,85.116
0.1,0.05,0.2,21,1.25,0.825,0.8,500,0,85.69,82.862
0.1,0.05,0.2,21,1.25,0.825,0.8,875,0,149.96,82.862
0.1,0.05,0.2,21,1.25,0.825,0.8,1250,0,214.23,82.862
0.1,0.05,0.2,21,1.25,0.825,0.8,1625,0,278.49,82.862
0.1,0.05,0.2,21,1.25,0.825,0.8,2000,0,342.76,82.862
0.1,0.05,0.2,21,1.25,1,0.8,500,0,98.43,80.314
0.1,0.05,0.2,21,1.25,1,0.8,875,0,172.25,80.314
0.1,0.05,0.2,21,1.25,1,0.8,1250,0,246.07,80.314
0.1,0.05,0.2,21,1.25,1,0.8,1625,0,319.9,80.314
0.1,0.05,0.2,21,1.25,1,0.8,2000,0,393.72,80.314
0.1,0.05,0.2,21,1.5,0.3,0.8,500,0,58.37,88.326
0.1,0.05,0.2,21,1.5,0.3,0.8,875,0,102.14,88.326
0.1,0.05,0.2,21,1.5,0.3,0.8,1250,0,145.92,88.326
0.1,0.05,0.2,21,1.5,0.3,0.8,1625,0,189.7,88.326
0.1,0.05,0.2,21,1.5,0.3,0.8,2000,0,233.48,88.326
0.1,0.05,0.2,21,1.5,0.475,0.8,500,0,64.893,87.021
0.1,0.05,0.2,21,1.5,0.475,0.8,875,0,113.56,87.021
0.1,0.05,0.2,21,1.5,0.475,0.8,1250,0,162.23,87.021
0.1,0.05,0.2,21,1.5,0.475,0.8,1625,0,210.89,87.022
0.1,0.05,0.2,21,1.5,0.475,0.8,2000,0,259.57,87.021
0.1,0.05,0.2,21,1.5,0.65,0.8,500,0,73.374,85.325
0.1,0.05,0.2,21,1.5,0.65,0.8,875,0,128.41,85.325
0.1,0.05,0.2,21,1.5,0.65,0.8,1250,0,183.44,85.325
0.1,0.05,0.2,21,1.5,0.65,0.8,1625,0,238.47,85.325
0.1,0.05,0.2,21,1.5,0.65,0.8,2000,0,293.5,85.325
0.1,0.05,0.2,21,1.5,0.825,0.8,500,0,83.801,83.24
0.1,0.05,0.2,21,1.5,0.825,0.8,875,0,146.65,83.24
0.1,0.05,0.2,21,1.5,0.825,0.8,1250,0,209.5,83.24
0.1,0.05,0.2,21,1.5,0.825,0.8,1625,0,272.35,83.24
0.1,0.05,0.2,21,1.5,0.825,0.8,2000,0,335.2,83.24
0.1,0.05,0.2,21,1.5,1,0.8,500,0,95.644,80.871
0.1,0.05,0.2,21,1.5,1,0.8,875,0,167.38,80.871
0.1,0.05,0.2,21,1.5,1,0.8,1250,0,239.11,80.871
0.1,0.05,0.2,21,1.5,1,0.8,1625,0,310.84,80.871
0.1,0.05,0.2,21,1.5,1,0.8,2000,0,382.58,80.871
0.175,0.05,0.2,21,0.5,0.3,0.8,500,0,93.561,81.288
0.175,0.05,0.2,21,0.5,0.3,0.8,875,0,163.73,81.288
0.175,0.05,0.2,21,0.5,0.3,0.8,1250,0,233.9,81.288
0.175,0.05,0.2,21,0.5,0.3,0.8,1625,0,304.07,81.288
0.175,0.05,0.2,21,0.5,0.3,0.8,2000,0,374.24,81.288
0.175,0.05,0.2,21,0.5,0.475,0.8,500,0,139.21,72.158
0.175,0.05,0.2,21,0.5,0.475,0.8,875,0,243.62,72.158
0.175,0.05,0.2,21,0.5,0.475,0.8,1250,0,348.03,72.158
0.175,0.05,0.2,21,0.5,0.475,0.8,1625,0,452.44,72.158
0.175,0.05,0.2,21,0.5,0.475,0.8,2000,0,556.85,72.158
0.175,0.05,0.2,21,0.5,0.65,0.8,500,0,180.46,63.908
0.175,0.05,0.2,21,0.5,0.65,0.8,875,0,315.81,63.908
0.175,0.05,0.2,21,0.5,0.65,0.8,1250,0,451.15,63.908
0.175,0.05,0.2,21,0.5,0.65,0.8,1625,0,586.5,63.908
0.175,0.05,0.2,21,0.5,0.65,0.8,2000,0,721.84,63.908
0.175,0.05,0.2,21,0.5,0.825,0.8,500,0,214.39,57.122
0.175,0.05,0.2,21,0.5,0.825,0.8,875,0,375.16,57.125
0.175,0.05,0.2,21,0.5,0.825,0.8,1250,0,535.97,57.122
0.175,0.05,0.2,21,0.5,0.825,0.8,1625,0,696.76,57.122
0.175,0.05,0.2,21,0.5,0.825,0.8,2000,0,857.55,57.122
0.175,0.05,0.2,21,0.5,1,0.8,500,0,241.88,51.624
0.175,0.05,0.2,21,0.5,1,0.8,875,0,423.29,51.624
0.175,0.05,0.2,21,0.5,1,0.8,1250,0,604.7,51.624
0.175,0.05,0.2,21,0.5,1,0.8,1625,0,786.11,51.624
0.175,0.05,0.2,21,0.5,1,0.8,2000,0,967.52,51.624
0.175,0.05,0.2,21,0.75,0.3,0.8,500,0,85.213,82.957
0.175,0.05,0.2,21,0.75,0.3,0.8,875,0,149.12,82.957
0.175,0.05,0.2,21,0.75,0.3,0.8,1250,0,213.03,82.957
0.175,0.05,0.2,21,0.75,0.3,0.8,1625,0,276.94,82.957
0.175,0.05,0.2,21,0.75,0.3,0.8,2000,0,340.85,82.957
0.175,0.05,0.2,21,0.75,0.475,0.8,500,0,122.96,75.408
0.175,0.05,0.2,21,0.75,0.475,0.8,875,0,215.18,75.408
0.175,0.05,0.2,21,0.75,0.475,0.8,1250,0,307.4,75.408
0.175,0.05,0.2,21,0.75,0.475,0.8,1625,0,399.63,75.408
0.175,0.05,0.2,21,0.75,0.475,0.8,2000,0,491.85,75.408
0.175,0.05,0.2,21,0.75,0.65,0.8,500,0,159.89,68.022
0.175,0.05,0.2,21,0.75,0.65,0.8,875,0,279.81,68.022
0.175,0.05,0.2,21,0.75,0.65,0.8,1250,0,399.73,68.022
0.175,0.05,0.2,21,0.75,0.65,0.8,1625,0,519.65,68.022
0.175,0.05,0.2,21,0.75,0.65,0.8,2000,0,639.56,68.022
0.175,0.05,0.2,21,0.75,0.825,0.8,500,0,191.86,61.627
0.175,0.05,0.2,21,0.75,0.825,0.8,875,0,335.76,61.627
0.175,0.05,0.2,21,0.75,0.825,0.8,1250,0,479.66,61.627
0.175,0.05,0.2,21,0.75,0.825,0.8,1625,0,623.55,61.627
0.175,0.05,0.2,21,0.75,0.825,0.8,2000,0,767.45,61.627
0.175,0.05,0.2,21,0.75,1,0.8,500,0,218.67,56.266
0.175,0.05,0.2,21,0.75,1,0.8,875,0,382.67,56.266
0.175,0.05,0.2,21,0.75,1,0.8,1250,0,546.67,56.266
0.175,0.05,0.2,21,0.75,1,0.8,1625,0,710.67,56.266
0.175,0.05,0.2,21,0.75,1,0.8,2000,0,874.68,56.266
0.175,0.05,0.2,21,1,0.3,0.8,500,0,81.713,83.657
0.175,0.05,0.2,21,1,0.3,0.8,875,0,143,83.657
0.175,0.05,0.2,21,1,0.3,0.8,1250,0,204.28,83.657
0.175,0.05,0.2,21,1,0.3,0.8,1625,0,265.57,83.657
0.175,0.05,0.2,21,1,0.3,0.8,2000,0,326.85,83.657
0.175,0.05,0.2,21,1,0.475,0.8,500,0,115.26,76.948
0.175,0.05,0.2,21,1,0.475,0.8,875,0,201.71,76.948
0.175,0.05,0.2,21,1,0.475,0.8,1250,0,288.15,76.948
0.175,0.05,0.2,21,1,0.475,0.8,1625,0,374.6,76.948
0.175,0.05,0.2,21,1,0.475,0.8,2000,0,461.04,76.948
0.175,0.05,0.2,21,1,0.65,0.8,500,0,149.46,70.107
0.175,0.05,0.2,21,1,0.65,0.8,875,0,261.56,70.107
0.175,0.05,0.2,21,1,0.65,0.8,1250,0,373.66,70.107
0.175,0.05,0.2,21,1,0.65,0.8,1625,0,485.75,70.107
0.175,0.05,0.2,21,1,0.65,0.8,2000,0,597.85,70.107
0.175,0.05,0.2,21,1,0.825,0.8,500,0,179.96,64.008
0.175,0.05,0.2,21,1,0.825,0.8,875,0,314.93,64.008
0.175,0.05,0.2,21,1,0.825,0.8,1250,0,449.9,64.008
0.175,0.05,0.2,21,1,0.825,0.8,1625,0,584.87,64.008
0.175,0.05,0.2,21,1,0.825,0.8,2000,0,719.84,64.008
0.175,0.05,0.2,21,1,1,0.8,500,0,206.06,58.788
0.175,0.05,0.2,21,1,1,0.8,875,0,360.6,58.788
0.175,0.05,0.2,21,1,1,0.8,1250,0,515.14,58.788
0.175,0.05,0.2,21,1,1,0.8,1625,0,669.69,58.788
0.175,0.05,0.2,21,1,1,0.8,2000,0,824.23,58.788
0.175,0.05,0.2,21,1.25,0.3,0.8,500,0,79.85,84.03
0.175,0.05,0.2,21,1.25,0.3,0.8,875,0,139.74,84.03
0.175,0.05,0.2,21,1.25,0.3,0.8,1250,0,199.63,84.03
0.175,0.05,0.2,21,1.25,0.3,0.8,1625,0,259.51,84.03
0.175,0.05,0.2,21,1.25,0.3,0.8,2000,0,319.4,84.03
0.175,0.05,0.2,21,1.25,0.475,0.8,500,0,110.86,77.827
